1,"提示"
2,"确认花费258888金币购买"
3,"确定"
4,"取消"
5,"前往 枪战躲猫猫(废弃医院)"
6,"MetaWorld"
7,"今日奖励（星期一）"
8,"直接领取"
9,"已在线 29/30(分钟)"
10,"在线30分钟免费领取"
11,"皮肤"
12,"1/7"
13,"免费获取"
14,"看广告可以使用这个厉害的武器哟~"
15,"Play Ads"
16,"自动关闭(5)"
17,"999999"
18,"9"
19,"GM"
20,"Button"
21,"激光烈火枪"
22,"30/无限"
23,"0S"
24,"潜伏者"
25,"9999"
26,"保卫者"
27,"啊啊啊啊"
28,"潜伏着：第一名"
29,"生命"
30,"1600"
31,"九连杀！超越神啦！"
32,"无敌时间"
33,"复活倒计时"
34,"3"
35,"复活后2秒内无敌"
36,"设置"
37,"开火灵敏度"
38,"低"
39,"中"
40,"高"
41,"控制灵敏度"
42,"背景音乐大小"
43,"音效大小"
44,"重置位置"
45,"变身"
46,"你是谁你是谁你是"
47," 击败 "
48,"保存瞳孔瞳孔"
49,"调颜板-上衣"
50,"部位 1"
51,"免费"
52,"重置平台形象"
53,"捏脸"
54,"套装"
55,"前发"
56,"保存提示"
57,"试穿好友的角色形象"
58,"保存"
59,"不保存"
60,"排名"
61,"昵称"
62,"击败"
63,"死亡"
64,"全服前100名"
65,"总击败"
66,"总死亡"
67,"战绩排行榜"
68,"全服排行榜"
69,"10"
70,"帅哥你谁啊帅哥你谁啊"
71,"100"
72,"我的角色ID-分享好友试穿"
73,"1026MJK0"
74,"Text"
75,"Free Try On"
76,"M4A1-激光枪"
77,"永久"
78,"获得"
79,"伤害：30"
80,"9999999"
81,"使用"
82,"武器"
83,"拖尾"
84,"1000派对币购买
所有武器-皮肤-拖尾"
85,"登陆游戏 (1/1)"
86,"500"
87,"50000"
88,"领取奖励"
89,"未完成"
90,"每日任务"
91,"剩余: 15小时"
92,"任务已全部完成，等待刷新..."
93,"每周任务"
94,"你是谁你是你是谁你是你是谁"
95,"加入潜伏者"
96,"加入保卫者"
97,"Loading..."
98,"defaultName"
99,"水枪"
100,"幽灵激光枪"
101,"尖叫鸡"
102,"激光冰雷枪"
103,"彩弹枪"
104,"鸡枪"
105,"烟花枪"
106,"泡泡枪"
107,"霰弹枪"
108,"金枪鱼"
109,"脉冲枪"
110,"喷火枪"
111,"散弹喷枪"
112,"霰弹枪枪身"
113,"火箭发射器"
114,"免费换装"
115,"不要"
116,"购买"
117,"紫袍皇妃"
118,"黄袍皇妃"
119,"柔弱少女"
120,"旗袍"
121,"冰雪少女服饰"
122,"短款汉服襦裙"
123,"西域舞蹈服饰"
124,"对襟襦裙"
125,"汉服襦裙"
126,"民族服饰"
127,"古风大唐袖衫"
128,"古装潮流女"
129,"汉服男套装"
130,"作战服"
131,"汉服长袍"
132,"清代官服"
133,"刺绣古装男"
134,"古风长发书生"
135,"盔甲套装男"
136,"富家子弟"
137,"黑衣侠客"
138,"古代将军"
139,"白衣军师"
140,"古代诗人"
141,"双层翅膀"
142,"翅膀"
143,"六翼翅膀"
144,"精灵翅膀"
145,"棺材"
146,"环绕"
147,"闪电"
148,"飞行背包"
149,"小熊背包"
150,"0.7倍"
151,"0.8倍"
152,"0.9倍"
153,"正常"
154,"1.1倍"
155,"1.2倍"
156,"1.3倍"
157,"套靴长裤"
158,"制服短裙"
159,"制服女"
160,"一定过套装"
161,"主打求神套装"
162,"卡皮巴拉套装1"
163,"卡皮巴拉套装2"
164,"女学生角色"
165,"和服"
166,"JK女生"
167,"新年毛衣"
168,"露肩长裙"
169,"狐狸耳朵"
170,"围巾"
171,"双马尾辫子"
172,"狐耳朵"
173,"猫耳"
174,"星星"
175,"眩晕Buff"
176,"狗头"
177,"熊猫头"
178,"问号"
179,"乌云"
180,"表情"
181,"睡眠"
182,"恶心"
183,"泡泡"
184,"蝙蝠"
185,"花瓣环绕"
186,"蝴蝶泡泡"
187,"五角星泡泡"
